x,f(x)one,df(x)one,f(x)two,df(x)two,f(x)three,df(x)three
0,0,0,0,0,0,0
0.001,0,1e-06,5.015e-07,1.5e-06,6.68167e-07,1.5e-06
0.002,0,3e-06,1.5055e-06,4e-06,1.83883e-06,4e-06
0.003,6e-09,6e-06,3.013e-06,7.5e-06,3.513e-06,7.5e-06
0.004,6e-09,1e-05,5.025e-06,1.2e-05,5.69167e-06,1.2e-05
0.005,2.1e-08,1.5e-05,7.5425e-06,1.75e-05,8.37583e-06,1.75e-05
0.006,4.2e-08,2.1e-05,1.05665e-05,2.4e-05,1.15665e-05,2.4e-05
0.007,7e-08,2.8e-05,1.4098e-05,3.15e-05,1.52647e-05,3.15e-05
0.008,7e-08,3.6e-05,1.8138e-05,4e-05,1.94713e-05,4e-05
0.009,1.15e-07,4.5e-05,2.26875e-05,4.95e-05,2.41875e-05,4.95e-05
0.01,1.7e-07,5.5e-05,2.77475e-05,6e-05,2.94142e-05,6e-05
0.011,2.36e-07,6.6e-05,3.3319e-05,7.15e-05,3.51523e-05,7.15e-05
0.012,3.14e-07,7.8e-05,3.9403e-05,8.4e-05,4.1403e-05,8.4e-05
0.013,4.05e-07,9.1e-05,4.60005e-05,9.75e-05,4.81672e-05,9.75e-05
0.014,5.1e-07,0.000105,5.31125e-05,0.000112,5.54458e-05,0.000112
0.015,6.3e-07,0.00012,6.074e-05,0.0001275,6.324e-05,0.0001275
0.016,6.3e-07,0.000136,6.8884e-05,0.000144,7.15507e-05,0.000144
0.017,7.83e-07,0.000153,7.75455e-05,0.0001615,8.03788e-05,0.0001615
0.018,9.54e-07,0.000171,8.67255e-05,0.00018,8.97255e-05,0.00018
0.019,1.144e-06,0.00019,9.6425e-05,0.0001995,9.95917e-05,0.0001995
0.02,1.354e-06,0.00021,0.000106645,0.00022,0.000109978,0.00022
0.021,1.585e-06,0.000231,0.000117387,0.0002415,0.000120887,0.0002415
0.022,1.838e-06,0.000253,0.000128651,0.000264,0.000132317,0.000264
0.023,2.114e-06,0.000276,0.000140438,0.0002875,0.000144271,0.0002875
0.024,2.414e-06,0.0003,0.00015275,0.000312,0.00015675,0.000312
0.025,2.739e-06,0.000325,0.000165588,0.0003375,0.000169754,0.0003375
0.026,3.09e-06,0.000351,0.000178952,0.000364,0.000183285,0.000364
0.027,3.468e-06,0.000378,0.000192843,0.0003915,0.000197343,0.0003915
0.028,3.874e-06,0.000406,0.000207263,0.00042,0.00021193,0.00042
0.029,4.309e-06,0.000435,0.000222213,0.0004495,0.000227046,0.0004495
0.03,4.774e-06,0.000465,0.000237693,0.00048,0.000242693,0.00048
0.031,5.27e-06,0.000496,0.000253704,0.0005115,0.000258871,0.0005115
0.032,5.27e-06,0.000528,0.000270248,0.000544,0.000275581,0.000544
0.033,5.831e-06,0.000561,0.000287326,0.0005775,0.000292826,0.0005775
0.034,6.426e-06,0.000595,0.000304938,0.000612,0.000310604,0.000612
0.035,7.056e-06,0.00063,0.000323085,0.0006475,0.000328918,0.0006475
0.036,7.722e-06,0.000666,0.000341769,0.000684,0.000347769,0.000684
0.037,8.425e-06,0.000703,0.000360991,0.0007215,0.000367157,0.0007215
0.038,9.166e-06,0.000741,0.000380751,0.00076,0.000387084,0.00076
0.039,9.946e-06,0.00078,0.00040105,0.0007995,0.00040755,0.0007995
0.04,1.0766e-05,0.00082,0.00042189,0.00084,0.000428557,0.00084
0.041,1.1627e-05,0.000861,0.000443272,0.0008815,0.000450105,0.0008815
0.042,1.253e-05,0.000903,0.000465196,0.000924,0.000472196,0.000924
0.043,1.3476e-05,0.000946,0.000487663,0.0009675,0.00049483,0.0009675
0.044,1.4466e-05,0.00099,0.000510675,0.001012,0.000518008,0.001012
0.045,1.5501e-05,0.001035,0.000534233,0.0010575,0.000541733,0.0010575
0.046,1.6582e-05,0.001081,0.000558337,0.001104,0.000566003,0.001104
0.047,1.771e-05,0.001128,0.000582988,0.0011515,0.000590821,0.0011515
0.048,1.8886e-05,0.001176,0.000608188,0.0012,0.000616188,0.0012
0.049,2.0111e-05,0.001225,0.000633938,0.0012495,0.000642104,0.0012495
0.05,2.1386e-05,0.001275,0.000660238,0.0013,0.000668571,0.0013
0.051,2.2712e-05,0.001326,0.000687089,0.0013515,0.000695589,0.0013515
0.052,2.409e-05,0.001378,0.000714493,0.001404,0.00072316,0.001404
0.053,2.5521e-05,0.001431,0.000742451,0.0014575,0.000751284,0.0014575
0.054,2.7006e-05,0.001485,0.000770963,0.001512,0.000779963,0.001512
0.055,2.8546e-05,0.00154,0.00080003,0.0015675,0.000809197,0.0015675
0.056,3.0142e-05,0.001596,0.000829654,0.001624,0.000838987,0.001624
0.057,3.1795e-05,0.001653,0.000859836,0.0016815,0.000869336,0.0016815
0.058,3.3506e-05,0.001711,0.000890576,0.00174,0.000900242,0.00174
0.059,3.5276e-05,0.00177,0.000921875,0.0017995,0.000931708,0.0017995
0.06,3.7106e-05,0.00183,0.000953735,0.00186,0.000963735,0.00186
0.061,3.8997e-05,0.001891,0.000986157,0.0019215,0.000996323,0.0019215
0.062,4.095e-05,0.001953,0.00101914,0.001984,0.00102947,0.001984
0.063,4.2966e-05,0.002016,0.00105269,0.0020475,0.00106319,0.0020475
0.064,4.2966e-05,0.00208,0.0010868,0.002112,0.00109747,0.002112
0.065,4.5111e-05,0.002145,0.00112148,0.0021775,0.00113231,0.0021775
0.066,4.7322e-05,0.002211,0.00115672,0.002244,0.00116772,0.002244
0.067,4.96e-05,0.002278,0.00119253,0.0023115,0.0012037,0.0023115
0.068,5.1946e-05,0.002346,0.00122891,0.00238,0.00124025,0.00238
0.069,5.4361e-05,0.002415,0.00126586,0.0024495,0.00127736,0.0024495
0.07,5.6846e-05,0.002485,0.00130338,0.00252,0.00131505,0.00252
0.071,5.9402e-05,0.002556,0.00134147,0.0025915,0.00135331,0.0025915
0.072,6.203e-05,0.002628,0.00138014,0.002664,0.00139214,0.002664
0.073,6.4731e-05,0.002701,0.00141938,0.0027375,0.00143154,0.0027375
0.074,6.7506e-05,0.002775,0.00145919,0.002812,0.00147152,0.002812
0.075,7.0356e-05,0.00285,0.00149958,0.0028875,0.00151208,0.0028875
0.076,7.3282e-05,0.002926,0.00154054,0.002964,0.00155321,0.002964
0.077,7.6285e-05,0.003003,0.00158208,0.0030415,0.00159491,0.0030415
0.078,7.9366e-05,0.003081,0.0016242,0.00312,0.0016372,0.00312
0.079,8.2526e-05,0.00316,0.0016669,0.0031995,0.00168007,0.0031995
0.08,8.5766e-05,0.00324,0.00171018,0.00328,0.00172351,0.00328
0.081,8.9087e-05,0.003321,0.00175404,0.0033615,0.00176754,0.0033615
0.082,9.249e-05,0.003403,0.00179849,0.003444,0.00181215,0.003444
0.083,9.5976e-05,0.003486,0.00184351,0.0035275,0.00185735,0.0035275
0.084,9.9546e-05,0.00357,0.00188913,0.003612,0.00190313,0.003612
0.085,0.000103201,0.003655,0.00193532,0.0036975,0.00194949,0.0036975
0.086,0.000106942,0.003741,0.00198211,0.003784,0.00199644,0.003784
0.087,0.00011077,0.003828,0.00202948,0.0038715,0.00204398,0.0038715
0.088,0.000114686,0.003916,0.00207744,0.00396,0.0020921,0.00396
0.089,0.000118691,0.004005,0.00212599,0.0040495,0.00214082,0.0040495
0.09,0.000122786,0.004095,0.00217513,0.00414,0.00219013,0.00414
0.091,0.000126972,0.004186,0.00222486,0.0042315,0.00224003,0.0042315
0.092,0.00013125,0.004278,0.00227518,0.004324,0.00229052,0.004324
0.093,0.000135621,0.004371,0.0023261,0.0044175,0.0023416,0.0044175
0.094,0.000140086,0.004465,0.00237761,0.004512,0.00239328,0.004512
0.095,0.000144646,0.00456,0.00242972,0.0046075,0.00244555,0.0046075
0.096,0.000149302,0.004656,0.00248242,0.004704,0.00249842,0.004704
0.097,0.000154055,0.004753,0.00253573,0.0048015,0.00255189,0.0048015
0.098,0.000158906,0.004851,0.00258963,0.0049,0.00260596,0.0049
0.099,0.000163856,0.00495,0.00264413,0.0049995,0.00266063,0.0049995
0.1,0.000168906,0.00505,0.00269923,0.0051,0.00271589,0.0051
0.101,0.000174057,0.005151,0.00275493,0.0052015,0.00277176,0.0052015
0.102,0.00017931,0.005253,0.00281123,0.005304,0.00282823,0.005304
0.103,0.000184666,0.005356,0.00286814,0.0054075,0.0028853,0.0054075
0.104,0.000190126,0.00546,0.00292565,0.005512,0.00294298,0.005512
0.105,0.000195691,0.005565,0.00298377,0.0056175,0.00300127,0.0056175
0.106,0.000201362,0.005671,0.00304249,0.005724,0.00306016,0.005724
0.107,0.00020714,0.005778,0.00310182,0.0058315,0.00311966,0.0058315
0.108,0.000213026,0.005886,0.00316176,0.00594,0.00317976,0.00594
0.109,0.000219021,0.005995,0.00322231,0.0060495,0.00324048,0.0060495
0.11,0.000225126,0.006105,0.00328347,0.00616,0.00330181,0.00616
0.111,0.000231342,0.006216,0.00334524,0.0062715,0.00336374,0.0062715
0.112,0.00023767,0.006328,0.00340763,0.006384,0.00342629,0.006384
0.113,0.000244111,0.006441,0.00347063,0.0064975,0.00348946,0.0064975
0.114,0.000250666,0.006555,0.00353424,0.006612,0.00355324,0.006612
0.115,0.000257336,0.00667,0.00359847,0.0067275,0.00361763,0.0067275
0.116,0.000264122,0.006786,0.00366331,0.006844,0.00368264,0.006844
0.117,0.000271025,0.006903,0.00372877,0.0069615,0.00374827,0.0069615
0.118,0.000278046,0.007021,0.00379485,0.00708,0.00381452,0.00708
0.119,0.000285186,0.00714,0.00386155,0.0071995,0.00388138,0.0071995
0.12,0.000292446,0.00726,0.00392887,0.00732,0.00394887,0.00732
0.121,0.000299827,0.007381,0.00399681,0.0074415,0.00401698,0.0074415
0.122,0.00030733,0.007503,0.00406538,0.007564,0.00408571,0.007564
0.123,0.000314956,0.007626,0.00413456,0.0076875,0.00415506,0.0076875
0.124,0.000322706,0.00775,0.00420438,0.007812,0.00422504,0.007812
0.125,0.000330581,0.007875,0.00427481,0.0079375,0.00429565,0.0079375
0.126,0.000338582,0.008001,0.00434588,0.008064,0.00436688,0.008064
0.127,0.00034671,0.008128,0.00441757,0.0081915,0.00443873,0.0081915
0.128,0.00034671,0.008256,0.00448989,0.00832,0.00451122,0.00832
0.129,0.000355095,0.008385,0.00456284,0.0084495,0.00458434,0.0084495
0.13,0.00036361,0.008515,0.00463642,0.00858,0.00465808,0.00858
0.131,0.000372256,0.008646,0.00471063,0.0087115,0.00473246,0.0087115
0.132,0.000381034,0.008778,0.00478547,0.008844,0.00480747,0.008844
0.133,0.000389945,0.008911,0.00486095,0.0089775,0.00488312,0.0089775
0.134,0.00039899,0.009045,0.00493706,0.009112,0.0049594,0.009112
0.135,0.00040817,0.00918,0.00501381,0.0092475,0.00503631,0.0092475
0.136,0.000417486,0.009316,0.00509119,0.009384,0.00511386,0.009384
0.137,0.000426939,0.009453,0.00516922,0.0095215,0.00519205,0.0095215
0.138,0.00043653,0.009591,0.00524788,0.00966,0.00527088,0.00966
0.139,0.00044626,0.00973,0.00532718,0.0097995,0.00535034,0.0097995
0.14,0.00045613,0.00987,0.00540712,0.00994,0.00543045,0.00994
0.141,0.000466141,0.010011,0.0054877,0.0100815,0.0055112,0.0100815
0.142,0.000476294,0.010153,0.00556892,0.010224,0.00559259,0.010224
0.143,0.00048659,0.010296,0.00565079,0.0103675,0.00567462,0.0103675
0.144,0.00049703,0.01044,0.0057333,0.010512,0.0057573,0.010512
0.145,0.000507615,0.010585,0.00581646,0.0106575,0.00584062,0.0106575
0.146,0.000518346,0.010731,0.00590026,0.010804,0.00592459,0.010804
0.147,0.000529224,0.010878,0.00598471,0.0109515,0.00600921,0.0109515
0.148,0.00054025,0.011026,0.00606981,0.0111,0.00609448,0.0111
0.149,0.000551425,0.011175,0.00615556,0.0112495,0.0061804,0.0112495
0.15,0.00056275,0.011325,0.00624196,0.0114,0.00626696,0.0114
0.151,0.000574226,0.011476,0.00632901,0.0115515,0.00635418,0.0115515
0.152,0.000585854,0.011628,0.00641672,0.011704,0.00644205,0.011704
0.153,0.000597635,0.011781,0.00650508,0.0118575,0.00653058,0.0118575
0.154,0.00060957,0.011935,0.00659409,0.012012,0.00661975,0.012012
0.155,0.00062166,0.01209,0.00668376,0.0121675,0.00670959,0.0121675
0.156,0.000633906,0.012246,0.00677408,0.012324,0.00680008,0.012324
0.157,0.000646309,0.012403,0.00686506,0.0124815,0.00689123,0.0124815
0.158,0.00065887,0.012561,0.0069567,0.01264,0.00698303,0.01264
0.159,0.00067159,0.01272,0.007049,0.0127995,0.0070755,0.0127995
0.16,0.00068447,0.01288,0.00714196,0.01296,0.00716863,0.01296
0.161,0.000697511,0.013041,0.00723558,0.0131215,0.00726241,0.0131215
0.162,0.000710714,0.013203,0.00732987,0.013284,0.00735687,0.013284
0.163,0.00072408,0.013366,0.00742481,0.0134475,0.00745198,0.0134475
0.164,0.00073761,0.01353,0.00752043,0.013612,0.00754776,0.013612
0.165,0.000751305,0.013695,0.0076167,0.0137775,0.0076442,0.0137775
0.166,0.000765166,0.013861,0.00771365,0.013944,0.00774131,0.013944
0.167,0.000779194,0.014028,0.00781126,0.0141115,0.00783909,0.0141115
0.168,0.00079339,0.014196,0.00790954,0.01428,0.00793754,0.01428
0.169,0.000807755,0.014365,0.00800849,0.0144495,0.00803665,0.0144495
0.17,0.00082229,0.014535,0.00810811,0.01462,0.00813644,0.01462
0.171,0.000836996,0.014706,0.0082084,0.0147915,0.0082369,0.0147915
0.172,0.000851874,0.014878,0.00830936,0.014964,0.00833803,0.014964
0.173,0.000866925,0.015051,0.008411,0.0151375,0.00843983,0.0151375
0.174,0.00088215,0.015225,0.00851331,0.015312,0.00854231,0.015312
0.175,0.00089755,0.0154,0.0086163,0.0154875,0.00864547,0.0154875
0.176,0.000913126,0.015576,0.00871996,0.015664,0.0087493,0.015664
0.177,0.000928879,0.015753,0.00882431,0.0158415,0.00885381,0.0158415
0.178,0.00094481,0.015931,0.00892933,0.01602,0.00895899,0.01602
0.179,0.00096092,0.01611,0.00903503,0.0161995,0.00906486,0.0161995
0.18,0.00097721,0.01629,0.00914141,0.01638,0.00917141,0.01638
0.181,0.000993681,0.016471,0.00924847,0.0165615,0.00927863,0.0165615
0.182,0.00101033,0.016653,0.00935621,0.016744,0.00938654,0.016744
0.183,0.00102717,0.016836,0.00946464,0.0169275,0.00949514,0.0169275
0.184,0.00104419,0.01702,0.00957375,0.017112,0.00960442,0.017112
0.185,0.0010614,0.017205,0.00968355,0.0172975,0.00971438,0.0172975
0.186,0.00107879,0.017391,0.00979403,0.017484,0.00982503,0.017484
0.187,0.00109636,0.017578,0.0099052,0.0176715,0.00993637,0.0176715
0.188,0.00111413,0.017766,0.0100171,0.01786,0.0100484,0.01786
0.189,0.00113209,0.017955,0.0101296,0.0180495,0.0101611,0.0180495
0.19,0.00115023,0.018145,0.0102429,0.01824,0.0102745,0.01824
0.191,0.00116857,0.018336,0.0103568,0.0184315,0.0103886,0.0184315
0.192,0.00118709,0.018528,0.0104714,0.018624,0.0105034,0.018624
0.193,0.00120582,0.018721,0.0105867,0.0188175,0.0106189,0.0188175
0.194,0.00122473,0.018915,0.0107027,0.019012,0.0107351,0.019012
0.195,0.00124384,0.01911,0.0108194,0.0192075,0.0108519,0.0192075
0.196,0.00126315,0.019306,0.0109368,0.019404,0.0109695,0.019404
0.197,0.00128265,0.019503,0.011055,0.0196015,0.0110878,0.0196015
0.198,0.00130235,0.019701,0.0111738,0.0198,0.0112068,0.0198
0.199,0.00132225,0.0199,0.0112933,0.0199995,0.0113264,0.0199995
0.2,0.00134235,0.0201,0.0114135,0.0202,0.0114468,0.0202
0.201,0.00136265,0.020301,0.0115344,0.0204015,0.0115679,0.0204015
0.202,0.00138315,0.020503,0.011656,0.020604,0.0116896,0.020604
0.203,0.00140386,0.020706,0.0117783,0.0208075,0.0118121,0.0208075
0.204,0.00142477,0.02091,0.0119013,0.021012,0.0119353,0.021012
0.205,0.00144589,0.021115,0.012025,0.0212175,0.0120592,0.0212175
0.206,0.00146721,0.021321,0.0121494,0.021424,0.0121837,0.021424
0.207,0.00148873,0.021528,0.0122745,0.0216315,0.012309,0.0216315
0.208,0.00151047,0.021736,0.0124004,0.02184,0.0124351,0.02184
0.209,0.00153242,0.021945,0.0125269,0.0220495,0.0125618,0.0220495
0.21,0.00155457,0.022155,0.0126542,0.02226,0.0126892,0.02226
0.211,0.00157694,0.022366,0.0127822,0.0224715,0.0128173,0.0224715
0.212,0.00159951,0.022578,0.0129109,0.022684,0.0129462,0.022684
0.213,0.00162231,0.022791,0.0130403,0.0228975,0.0130758,0.0228975
0.214,0.00164531,0.023005,0.0131704,0.023112,0.013206,0.023112
0.215,0.00166853,0.02322,0.0133012,0.0233275,0.013337,0.0233275
0.216,0.00169197,0.023436,0.0134327,0.023544,0.0134687,0.023544
0.217,0.00171562,0.023653,0.013565,0.0237615,0.0136012,0.0237615
0.218,0.00173949,0.023871,0.013698,0.02398,0.0137343,0.02398
0.219,0.00176358,0.02409,0.0138317,0.0241995,0.0138682,0.0241995
0.22,0.00178789,0.02431,0.0139661,0.02442,0.0140028,0.02442
0.221,0.00181242,0.024531,0.0141012,0.0246415,0.0141381,0.0246415
0.222,0.00183717,0.024753,0.0142371,0.024864,0.0142741,0.024864
0.223,0.00186215,0.024976,0.0143737,0.0250875,0.0144109,0.0250875
0.224,0.00188735,0.0252,0.014511,0.025312,0.0145483,0.025312
0.225,0.00191278,0.025425,0.014649,0.0255375,0.0146865,0.0255375
0.226,0.00193843,0.025651,0.0147878,0.025764,0.0148255,0.025764
0.227,0.0019643,0.025878,0.0149273,0.0259915,0.0149651,0.0259915
0.228,0.00199041,0.026106,0.0150675,0.02622,0.0151055,0.02622
0.229,0.00201675,0.026335,0.0152085,0.0264495,0.0152466,0.0264495
0.23,0.00204331,0.026565,0.0153501,0.02668,0.0153885,0.02668
0.231,0.00207011,0.026796,0.0154926,0.0269115,0.0155311,0.0269115
0.232,0.00209713,0.027028,0.0156357,0.027144,0.0156744,0.027144
0.233,0.0021244,0.027261,0.0157796,0.0273775,0.0158184,0.0273775
0.234,0.00215189,0.027495,0.0159242,0.027612,0.0159632,0.027612
0.235,0.00217962,0.02773,0.0160695,0.0278475,0.0161087,0.0278475
0.236,0.00220759,0.027966,0.0162156,0.028084,0.016255,0.028084
0.237,0.00223579,0.028203,0.0163624,0.0283215,0.0164019,0.0283215
0.238,0.00226423,0.028441,0.01651,0.02856,0.0165497,0.02856
0.239,0.00229291,0.02868,0.0166583,0.0287995,0.0166981,0.0287995
0.24,0.00232183,0.02892,0.0168073,0.02904,0.0168473,0.02904
0.241,0.00235099,0.029161,0.0169571,0.0292815,0.0169973,0.0292815
0.242,0.00238039,0.029403,0.0171076,0.029524,0.017148,0.029524
0.243,0.00241004,0.029646,0.0172589,0.0297675,0.0172994,0.0297675
0.244,0.00243993,0.02989,0.0174109,0.030012,0.0174516,0.030012
0.245,0.00247007,0.030135,0.0175637,0.0302575,0.0176045,0.0302575
0.246,0.00250045,0.030381,0.0177172,0.030504,0.0177582,0.030504
0.247,0.00253107,0.030628,0.0178714,0.0307515,0.0179126,0.0307515
0.248,0.00256195,0.030876,0.0180264,0.031,0.0180678,0.031
0.249,0.00259308,0.031125,0.0181822,0.0312495,0.0182237,0.0312495
0.25,0.00262445,0.031375,0.0183387,0.0315,0.0183804,0.0315
0.251,0.00265608,0.031626,0.0184959,0.0317515,0.0185378,0.0317515
0.252,0.00268795,0.031878,0.0186539,0.032004,0.0186959,0.032004
0.253,0.00272009,0.032131,0.0188127,0.0322575,0.0188549,0.0322575
0.254,0.00275247,0.032385,0.0189722,0.032512,0.0190145,0.032512
0.255,0.00278511,0.03264,0.0191325,0.0327675,0.019175,0.0327675
0.256,0.00278511,0.032896,0.0192935,0.033024,0.0193362,0.033024
0.257,0.00281826,0.033153,0.0194553,0.0332815,0.0194981,0.0332815
0.258,0.00285167,0.033411,0.0196178,0.03354,0.0196608,0.03354
0.259,0.00288534,0.03367,0.0197811,0.0337995,0.0198243,0.0337995
0.26,0.00291927,0.03393,0.0199452,0.03406,0.0199885,0.03406
0.261,0.00295347,0.034191,0.02011,0.0343215,0.0201535,0.0343215
0.262,0.00298792,0.034453,0.0202756,0.034584,0.0203193,0.034584
0.263,0.00302263,0.034716,0.0204419,0.0348475,0.0204858,0.0348475
0.264,0.00305761,0.03498,0.0206091,0.035112,0.0206531,0.035112
0.265,0.00309286,0.035245,0.0207769,0.0353775,0.0208211,0.0353775
0.266,0.00312837,0.035511,0.0209456,0.035644,0.0209899,0.035644
0.267,0.00316415,0.035778,0.021115,0.0359115,0.0211595,0.0359115
0.268,0.00320019,0.036046,0.0212852,0.03618,0.0213298,0.03618
0.269,0.00323651,0.036315,0.0214561,0.0364495,0.0215009,0.0364495
0.27,0.00327309,0.036585,0.0216278,0.03672,0.0216728,0.03672
0.271,0.00330995,0.036856,0.0218003,0.0369915,0.0218455,0.0369915
0.272,0.00334708,0.037128,0.0219736,0.037264,0.0220189,0.037264
0.273,0.00338448,0.037401,0.0221476,0.0375375,0.0221931,0.0375375
0.274,0.00342215,0.037675,0.0223224,0.037812,0.0223681,0.037812
0.275,0.0034601,0.03795,0.022498,0.0380875,0.0225439,0.0380875
0.276,0.00349833,0.038226,0.0226744,0.038364,0.0227204,0.038364
0.277,0.00353683,0.038503,0.0228515,0.0386415,0.0228977,0.0386415
0.278,0.00357561,0.038781,0.0230295,0.03892,0.0230758,0.03892
0.279,0.00361467,0.03906,0.0232082,0.0391995,0.0232547,0.0391995
0.28,0.00365401,0.03934,0.0233876,0.03948,0.0234343,0.03948
0.281,0.00369364,0.039621,0.0235679,0.0397615,0.0236147,0.0397615
0.282,0.00373354,0.039903,0.0237489,0.040044,0.0237959,0.040044
0.283,0.00377372,0.040186,0.0239308,0.0403275,0.0239779,0.0403275
0.284,0.00381419,0.04047,0.0241134,0.040612,0.0241607,0.040612
0.285,0.00385495,0.040755,0.0242968,0.0408975,0.0243443,0.0408975
0.286,0.00389599,0.041041,0.024481,0.041184,0.0245286,0.041184
0.287,0.00393732,0.041328,0.0246659,0.0414715,0.0247138,0.0414715
0.288,0.00397893,0.041616,0.0248517,0.04176,0.0248997,0.04176
0.289,0.00402084,0.041905,0.0250382,0.0420495,0.0250864,0.0420495
0.29,0.00406303,0.042195,0.0252256,0.04234,0.0252739,0.04234
0.291,0.00410552,0.042486,0.0254137,0.0426315,0.0254622,0.0426315
0.292,0.0041483,0.042778,0.0256026,0.042924,0.0256513,0.042924
0.293,0.00419137,0.043071,0.0257924,0.0432175,0.0258412,0.0432175
0.294,0.00423473,0.043365,0.0259829,0.043512,0.0260319,0.043512
0.295,0.00427839,0.04366,0.0261742,0.0438075,0.0262233,0.0438075
0.296,0.00432235,0.043956,0.0263663,0.044104,0.0264156,0.044104
0.297,0.0043666,0.044253,0.0265592,0.0444015,0.0266087,0.0444015
0.298,0.00441115,0.044551,0.0267529,0.0447,0.0268025,0.0447
0.299,0.004456,0.04485,0.0269474,0.0449995,0.0269972,0.0449995
0.3,0.00450115,0.04515,0.0271427,0.0453,0.0271927,0.0453
0.301,0.00454661,0.045451,0.0273388,0.0456015,0.0273889,0.0456015
0.302,0.00459236,0.045753,0.0275357,0.045904,0.027586,0.045904
0.303,0.00463841,0.046056,0.0277334,0.0462075,0.0277839,0.0462075
0.304,0.00468477,0.04636,0.0279319,0.046512,0.0279826,0.046512
0.305,0.00473144,0.046665,0.0281312,0.0468175,0.0281821,0.0468175
0.306,0.00477841,0.046971,0.0283313,0.047124,0.0283823,0.047124
0.307,0.00482569,0.047278,0.0285323,0.0474315,0.0285834,0.0474315
0.308,0.00487327,0.047586,0.028734,0.04774,0.0287853,0.04774
0.309,0.00492117,0.047895,0.0289366,0.0480495,0.0289881,0.0480495
0.31,0.00496937,0.048205,0.0291399,0.04836,0.0291916,0.04836
0.311,0.00501789,0.048516,0.0293441,0.0486715,0.0293959,0.0486715
0.312,0.00506672,0.048828,0.0295491,0.048984,0.0296011,0.048984
0.313,0.00511586,0.049141,0.0297549,0.0492975,0.029807,0.0492975
0.314,0.00516531,0.049455,0.0299615,0.049612,0.0300138,0.049612
0.315,0.00521508,0.04977,0.0301689,0.0499275,0.0302214,0.0499275
0.316,0.00526517,0.050086,0.0303772,0.050244,0.0304298,0.050244
0.317,0.00531557,0.050403,0.0305862,0.0505615,0.0306391,0.0505615
0.318,0.00536629,0.050721,0.0307961,0.05088,0.0308491,0.05088
0.319,0.00541733,0.05104,0.0310068,0.0511995,0.03106,0.0511995
0.32,0.00546869,0.05136,0.0312183,0.05152,0.0312717,0.05152
0.321,0.00552038,0.051681,0.0314307,0.0518415,0.0314842,0.0518415
0.322,0.00557238,0.052003,0.0316438,0.052164,0.0316975,0.052164
0.323,0.0056247,0.052326,0.0318578,0.0524875,0.0319116,0.0524875
0.324,0.00567735,0.05265,0.0320726,0.052812,0.0321266,0.052812
0.325,0.00573033,0.052975,0.0322883,0.0531375,0.0323424,0.0531375
0.326,0.00578363,0.053301,0.0325047,0.053464,0.0325591,0.053464
0.327,0.00583726,0.053628,0.032722,0.0537915,0.0327765,0.0537915
0.328,0.00589121,0.053956,0.0329401,0.05412,0.0329948,0.05412
0.329,0.0059455,0.054285,0.0331591,0.0544495,0.0332139,0.0544495
0.33,0.00600011,0.054615,0.0333789,0.05478,0.0334339,0.05478
0.331,0.00605506,0.054946,0.0335995,0.0551115,0.0336546,0.0551115
0.332,0.00611034,0.055278,0.0338209,0.055444,0.0338763,0.055444
0.333,0.00616595,0.055611,0.0340432,0.0557775,0.0340987,0.0557775
0.334,0.00622189,0.055945,0.0342663,0.056112,0.034322,0.056112
0.335,0.00627817,0.05628,0.0344903,0.0564475,0.0345461,0.0564475
0.336,0.00633479,0.056616,0.034715,0.056784,0.034771,0.056784
0.337,0.00639174,0.056953,0.0349407,0.0571215,0.0349968,0.0571215
0.338,0.00644903,0.057291,0.0351671,0.05746,0.0352235,0.05746
0.339,0.00650666,0.05763,0.0353944,0.0577995,0.0354509,0.0577995
0.34,0.00656463,0.05797,0.0356226,0.05814,0.0356792,0.05814
0.341,0.00662295,0.058311,0.0358515,0.0584815,0.0359084,0.0584815
0.342,0.0066816,0.058653,0.0360814,0.058824,0.0361384,0.058824
0.343,0.00674059,0.058996,0.036312,0.0591675,0.0363692,0.0591675
0.344,0.00679993,0.05934,0.0365436,0.059512,0.0366009,0.059512
0.345,0.00685962,0.059685,0.0367759,0.0598575,0.0368334,0.0598575
0.346,0.00691965,0.060031,0.0370091,0.060204,0.0370668,0.060204
0.347,0.00698003,0.060378,0.0372432,0.0605515,0.037301,0.0605515
0.348,0.00704075,0.060726,0.0374781,0.0609,0.0375361,0.0609
0.349,0.00710183,0.061075,0.0377138,0.0612495,0.037772,0.0612495
0.35,0.00716325,0.061425,0.0379504,0.0616,0.0380087,0.0616
0.351,0.00722503,0.061776,0.0381879,0.0619515,0.0382464,0.0619515
0.352,0.00728716,0.062128,0.0384262,0.062304,0.0384848,0.062304
0.353,0.00734964,0.062481,0.0386653,0.0626575,0.0387242,0.0626575
0.354,0.00741247,0.062835,0.0389053,0.063012,0.0389643,0.063012
0.355,0.00747566,0.06319,0.0391462,0.0633675,0.0392054,0.0633675
0.356,0.00753921,0.063546,0.0393879,0.063724,0.0394473,0.063724
0.357,0.00760311,0.063903,0.0396305,0.0640815,0.03969,0.0640815
0.358,0.00766737,0.064261,0.039874,0.06444,0.0399336,0.06444
0.359,0.00773199,0.06462,0.0401183,0.0647995,0.0401781,0.0647995
0.36,0.00779697,0.06498,0.0403634,0.06516,0.0404234,0.06516
0.361,0.00786232,0.065341,0.0406094,0.0655215,0.0406696,0.0655215
0.362,0.00792802,0.065703,0.0408563,0.065884,0.0409166,0.065884
